Entity,Code,Year,Coal_Consumption_EJ,Gas_Consumption_EJ,Geo_Biomass_Other_TWh,Hydro_Generation_TWh,Nuclear_Generation_TWh,Solar_Generation_TWh,Wind_Generation_TWh,Oil_Consumption_EJ
Bulgaria,BGR,2014,0.265865987,0.0985014,0.200792,4.605,15.866651,1.252,1.331,0.169894599
Bulgaria,BGR,2015,0.274451481,0.1080126,0.270185,5.661,15.3791,1.383,1.452,0.191772518
Bulgaria,BGR,2016,0.238408952,0.1125018,0.353614,3.942,15.775843,1.386,1.425,0.192774702
Bulgaria,BGR,2017,0.255601251,0.1156914,0.395981,2.828103,15.545499,1.402965,1.504064,0.201059107
Bulgaria,BGR,2018,0.228409744,0.1088253,1.492328,5.146578,16.125281,1.342775,1.318123,0.201039287
Bulgaria,BGR,2019,0.208555073,0.1019115,1.154,3.421746935,16.5692799,1.830705716,1.307188344,0.212985671
CIS,,1965,12.45307781,4.380329778,0,81.434,1.8605674,0,0,7.181458421
CIS,,1966,12.90678857,4.886547614,0,91.823,2.0638598,0,0,7.690490656
CIS,,1967,13.10659297,5.379930271,0,88.571,2.253894,0,0,8.379157026
CIS,,1968,12.99229333,5.80897456,0,104.04,3.1333546,0,0,8.932017848
CIS,,1969,13.17854763,6.207961787,0,115.181,3.6327468,0,0,9.498164319
CIS,,1970,13.06941729,6.821450848,0,124.377,4.3884642,0,0,10.45598936
CIS,,1971,13.33369841,7.456386033,0,126.099,5.3872486,0,0,11.08501195
CIS,,1972,13.69088397,7.842538081,0,122.899,9.833165,0,0,12.02277981
CIS,,1973,13.85314553,8.528935835,0,122.345,14.3100172,0,0,12.92543421
CIS,,1974,13.92115437,9.043764612,0,132.03,21.4606064,0,0,14.19901425
CIS,,1975,14.31741148,9.867490657,0,125.987,28.615615,0,0,14.88454686
CIS,,1976,14.30190996,10.85856144,0,135.735,38.1526802,0,0,15.29503422
CIS,,1977,14.55881228,11.63508977,0,147.014,51.0308118,0,0,15.90749876
CIS,,1978,14.47070624,12.40731263,0,169.701,52.4626974,0,0,16.88077947
CIS,,1979,14.57544785,13.17096516,0,172.023,59.617706,0,0,17.17683685
CIS,,1980,14.13176488,13.57478589,0,183.938,73.9233038,0,0,18.00612623
CIS,,1981,14.04210198,14.37495369,0,186.744,87.0886964,0,0,18.16311909
CIS,,1982,14.25717743,15.51765018,0,174.677,100.254089,0,0,18.03052245
CIS,,1983,14.29375044,16.63881932,0,180.362,111.3953964,0,0,17.7671458
CIS,,1984,14.15884395,18.15544194,0,202.988,143.7984372,0,0,17.76970658
CIS,,1985,10.27569258,15.62894842,0,194.0921122,104.585101,0,0,14.20877663
CIS,,1986,10.61373379,16.04088534,0,195.2013816,107.9747808,0,0,14.39080253
CIS,,1987,10.79580786,16.91317937,0,196.9779804,129.0332218,0,0,14.3822197
CIS,,1988,10.71928521,17.82414662,0,204.9196422,139.6265236,0,0,14.38244226
CIS,,1989,10.35257164,18.22346759,0,199.1567446,137.7173428,0,0,14.45682746
CIS,,1990,9.622957478,18.39538383,0.065,211.2386082,118.3250156,0,0,14.29318366
CIS,,1991,8.912587009,18.73801151,0.065,211.4583,120.5229668,0,0,13.87730521
CIS,,1992,8.394359803,18.18789041,0.063,216.0005,120.090037,0,0,13.00358532
CIS,,1993,7.565430729,18.00462618,0.06,222.579,119.6323594,0,0,10.69069491
CIS,,1994,6.770018497,16.91134298,0.061,226.33,98.2000684,0,0,9.261217598
CIS,,1995,6.257733338,16.41163781,0.059,220.3152,99.9155492,0,0,8.167303432
CIS,,1996,6.054474541,16.60339211,0.057,198.816,111.438388,0,0,7.171888398
CIS,,1997,5.519029917,15.38871309,0.057,197.854,110.4055192,0,0,7.07389153
CIS,,1998,5.210581283,15.97023438,0.058,198.338,105.396388,0,0,6.789808039
CIS,,1999,5.177705254,16.13585662,0.058,203.164,123.952,0,0,6.809126084
CIS,,2000,5.271502686,16.28013252,0.0791,208.4302046,132.72,0,0.0019,6.74377954
CIS,,2001,5.333788246,16.69576451,0.1141,217.3062926,138.922,0,0.0031,6.778575969
CIS,,2002,5.372543821,16.81417977,0.1733,207.3236969,143.911,0,0.0062,6.613670234
CIS,,2003,5.491214413,17.11734833,0.3658,205.713567,152.34,0,0.0086,6.925262379
CIS,,2004,5.384135496,17.70656998,0.4498,225.7875374,146.908,0,0.008010101,6.89415568
CIS,,2005,5.184635909,18.02652085,0.4513,223.5215278,152.162,0,0.0078,6.848712475
CIS,,2006,5.344763374,18.73431475,0.5077,222.0111462,159.0763,0,0.0088,7.149129212
CIS,,2007,5.336853531,19.13740693,0.4985,227.4092604,162.6109,0,0.0105,7.149976832
CIS,,2008,5.743529441,18.76545628,0.5219,207.6668828,165.5455,0,0.0081,7.308275859
CIS,,2009,5.262911588,17.99804057,0.5574,218.3186585,166.0762,0.000007375,0.0112,7.017783334
CIS,,2010,5.29933381,19.12621356,0.620914,216.837877,172.9047,0.000240125,0.009786,7.18480991
CIS,,2011,5.582600779,19.78227647,0.652208,212.7478767,175.4893,0.00182275,0.012539,7.717085345
CIS,,2012,5.841208356,19.62824605,0.597849,213.0366011,179.8449,0.006337759,0.018116,7.923299424
CIS,,2013,5.519364184,19.34445373,0.634027,229.4372169,174.8678,0.0188439,0.0211217,7.832355334
CIS,,2014,5.384652592,19.4373107,0.7334,221.1443932,183.2222,0.17737725,0.1256712,8.203080727
CIS,,2015,5.45562789,19.07885265,0.681576,215.4258085,198.257911,0.41103975,0.3290593,7.877148769
CIS,,2016,5.315368689,19.39512374,0.64301,236.3356069,198.994884,0.636049874,0.5239033,8.058850869
CIS,,2017,5.216559919,19.78528755,0.7354732,240.8459037,205.7606,0.78064925,0.6069637,7.982474467
CIS,,2018,5.54263983,20.96167462,0.7352004,244.3137,206.65715,0.944420683,0.8284751,8.244764356
CIS,,2019,5.529885472,20.65414779,0.740209276,248.359432,211.18347,1.471196788,1.077797244,8.372364254
Canada,CAN,1965,0.647949168,0.78006321,0,118.088,0.128,0,0,2.31414467
Canada,CAN,1966,0.635221296,0.854009595,0,131,0.172,0,0,2.438144002
Canada,CAN,1967,0.629359776,0.90690192,0,133.924,0.153,0,0,2.603182274
Canada,CAN,1968,0.683746308,1.00987479,0,136.2,0.918,0,0,2.771255143
Canada,CAN,1969,0.660132756,1.12858677,0,150.638,0.529,0,0,2.885563124
Canada,CAN,1970,0.708741504,1.24681869,0,158.137,1.037,0,0,3.077280917
Canada,CAN,1971,0.67365612,1.3307949,0,162.461,4.267,0,0,3.160261414
Canada,CAN,1972,0.635681844,1.49686137,0,181.639,7.211,0,0,3.327598328
Canada,CAN,1973,0.654689916,1.59184467,0,194.654,15.254,0,0,3.511996971
Canada,CAN,1974,0.665198784,1.60912683,0,210.667,14.696,0,0,3.571398285
Canada,CAN,1975,0.647153676,1.6616934,0,202.47,12.57,0,0,3.496870261
Canada,CAN,1976,0.7661844,1.6764381,0.707,212.689,17.416,0,0,3.689248987
Canada,CAN,1977,0.979041312,1.7583912,1.069,220.147,26.342,0,0,3.723233652
Canada,CAN,1978,0.805037904,1.7751933,1.132,235.254,31.202,0,0,3.798015042
Canada,CAN,1979,0.762290676,1.8022824,1.345,244.121,35.271,0,0,3.954854518
Canada,CAN,1980,0.928409,1.7909667,1.3,251.148,38.032,0,0,3.893853561
Canada,CAN,1981,0.947942,1.7378172,1.898,266.015,40.067,0,0,3.6433331
Canada,CAN,1982,1.001681,1.8403443,2.139,257.795,38.337,0,0,3.265935725
Canada,CAN,1983,1.048015,1.7549622,2.085,265.952,48.61,0,0,3.059220848
Canada,CAN,1984,1.167377,1.9480149,2.337,286.123,52.21,0,0,3.093219846
Canada,CAN,1985,1.122086,2.043361674,1.677,303.645,60.521,0,0.001,3.097168277
Canada,CAN,1986,1.039979,1.966514355,1.865,310.635,71.267,0,0.001,3.10207692
Canada,CAN,1987,1.117744,1.99032876,2.312,316.206,77.261,0,0.001,3.222403295
Canada,CAN,1988,1.200307,2.190510351,2.485,307.435,82.867,0,0.001,3.389562329
Canada,CAN,1989,1.197786,2.368012536,3.477,290.4497444,79.31684211,0,0.001,3.517148707
Canada,CAN,1990,1.136171,2.295376029,3.954,295.6833232,72.46,0,0.001919192,3.466733178
Canada,CAN,1991,1.099786,2.311238583,3.984,307.2759919,84.33894737,0,0.001919192,3.273711232
Canada,CAN,1992,1.120353,2.449993068,4.465,315.1746545,80.02210526,0.002052632,0.059,3.338380413
Canada,CAN,1993,0.994715,2.599494039,4.817,322.213898,93.28421053,0.002052632,0.059,3.351032304
Canada,CAN,1994,1.054689,2.691103203,5.733,327.8555808,107.0842105,0.002052632,0.059,3.409247103
Canada,CAN,1995,1.102441,2.7810684,7.137865803,334.0597343,97.16421053,0.003842105,0.059,3.541224646
Canada,CAN,1996,1.125471,2.8280961,7.5285148,354.5920747,92.12210526,0.005894737,0.062,3.639662649
Canada,CAN,1997,1.176648,2.8838034,8.16821952,348.6796212,81.95473684,0.006947368,0.062,3.780707305
Canada,CAN,1998,1.258325,2.8352619,8.987253723,330.8699253,70.99263158,0.010105263,0.062,3.858361963
Canada,CAN,1999,1.210035,3.0308904,8.943148172,345.0007828,72.98,0.013263158,0.162,3.933527486
Canada,CAN,2000,1.280648,3.2119461,8.917042302,356.7600778,72.29368421,0.016421053,0.264,3.933278083
Canada,CAN,2001,1.331253,3.0255192,9.672149201,331.5210293,76.16210526,0.019578947,0.329,3.990557656
Canada,CAN,2002,1.339455,3.1487949,10.04610406,349.2746394,75,0.022736842,0.405,4.102075381
Canada,CAN,2003,1.336665,3.2322528,9.417294047,336.1393646,74.37157895,0.022789474,0.69,4.244256887
Canada,CAN,2004,1.255911,3.1615119,9.804526316,338.3983606,89.75789474,0.014263158,0.945,4.397292437
Canada,CAN,2005,1.258182,3.1156434,9.154255789,361.9557495,91.4,0.018473684,1.552,4.358575086
Canada,CAN,2006,1.221034,3.0688992,8.937625263,352.8872859,97.28315789,0.022684211,2.448,4.305825415
Canada,CAN,2007,1.268033,3.2725044,8.990656842,367.6214596,92.84210526,0.028947368,2.977206,4.434402115
Canada,CAN,2008,1.230879,3.2161059,7.978966316,377.4877303,95.35264737,0.035,3.788514141,4.379261175
Canada,CAN,2009,0.983286,3.1163814,8.942056842,368.6874051,89.46503053,0.1093,6.641651515,4.126651504
Canada,CAN,2010,1.036885,3.1781124,10.29755789,351.384803,90.02798737,0.2542,8.724191919,4.431946947
Canada,CAN,2011,0.928738,3.5111232,10.21378421,375.7237242,92.93812211,0.5716,10.18857374,4.54218996
Canada,CAN,2012,0.882526,3.4995573,10.91381895,380.2671364,94.20251474,0.881,11.31148788,4.407878849
Canada,CAN,2013,0.869501071,3.7534977,11.03561053,391.7888717,102.7204537,1.4988,11.14544343,4.410037384
Canada,CAN,2014,0.821822536,3.945339,9.795245263,382.5013788,106.5345337,2.1198,12.8170697,4.481113678
Canada,CAN,2015,0.832618421,3.9511098,9.987178947,382.1932566,101.1008347,2.895,26.96639091,4.370751762
Canada,CAN,2016,0.782144912,3.8227086,11.35952316,385.4324253,100.7234863,3.271717172,30.93311717,4.44221703
Canada,CAN,2017,0.779341037,3.9355857,10.85048105,394.5873848,100.59476,3.580808081,31.51361515,4.445907745
Canada,CAN,2018,0.65057431,4.2580566,10.03844737,385.878798,100.0311537,3.854141414,33.18639192,4.589797193
Canada,CAN,2019,0.558632507,4.331248844,10.8089903,381.9769464,100.4858655,4.314705051,34.1721163,4.499920662
Central America,,1965,1.30827E-05,0,0,1.356,0,0,0,0.168874196
Central America,,1966,6.56322E-05,0,0,1.493,0,0,0,0.170572605
Central America,,1967,9.22763E-05,0,0,1.686,0,0,0,0.179426325
Central America,,1968,6.77424E-05,0,0,1.865,0,0,0,0.183003989
Central America,,1969,0.000120186,0,0,2.065,0.051,0,0,0.19434633
Central America,,1970,4.00237E-05,0,0,2.3407,0.045,0,0,0.201013395
Central America,,1971,6.64104E-05,0,0.107,2.3249,0.042,0,0,0.210563
Central America,,1972,0.000289892,0,0.141,2.4749,0.073,0,0,0.229425439
Central America,,1973,0.000415508,0,0.117,2.6368,0.046,0,0,0.240775168
Central America,,1974,0.000173104,0,0.156,2.9355,0.026,0,0,0.245590188
Central America,,1975,4.58298E-05,0,0.338,2.7535,0.025,0,0,0.272521729
Central America,,1976,2.75236E-05,0,0.724,2.9213,0.018,0,0,0.2792554
Central America,,1977,2.817E-05,0,0.699,2.9274,0,0,0,0.282832902
Central America,,1978,2.99636E-05,0,0.752,3.9839,0,0,0,0.286552274
Central America,,1979,5.96597E-05,0,0.642,4.8552,0,0,0,0.286649045
Central America,,1980,0.000617804,0,0.682105263,5.5565,0,0,0,0.269301309
Central America,,1981,0.000604155,0,1.109105263,5.7702,0,0,0,0.267191337
Central America,,1982,0.000115388,0,1.198105263,5.5823,0,0,0,0.267337943
Central America,,1983,0.000115388,0,1.026105263,6.1957,0,0,0,0.263733428
Central America,,1984,3.16517E-05,0,1.237105263,6.9695,0,0,0,0.257764209
Central America,,1985,0.000945205,0,0.93699,7.97932,0,0,0,0.257972864
Central America,,1986,0.00098096,0,0.86075,9.32351,0,0,0,0.257750258
Central America,,1987,0.001055485,0,0.910516,9.683975,0,0,0,0.27702199
Central America,,1988,0.000542605,0,0.883962,10.314301,0,0,0,0.268586935
Central America,,1989,0.001425064,0,1.171867,11.134195,0,0,0,0.280738732
Central America,,1990,0.00101583,0,1.220755632,11.642524,0,0,0,0.289824758
Central America,,1991,0.001423064,0,1.335063916,11.327269,0,0,0,0.316063861
Central America,,1992,0.00131244,0,1.821653174,10.786794,0,0,0,0.359431593
Central America,,1993,0.001665291,0,1.722010021,12.02355,0,0,0,0.383616215
Central America,,1994,0.001684388,0,1.693057221,11.615682,0,0,0,0.419865085
Central America,,1995,0.00131344,0,1.750838895,11.462188,0,0,0,0.465110885
Central America,,1996,0.003633508,0,1.739425295,13.22581172,0,0,0.022590363,0.454244469
Central America,,1997,0.001779351,0,1.850832364,12.76568365,0,0,0.07571247,0.492455034
Central America,,1998,0.001845477,0,1.61432093,12.8490742,0,0,0.064208431,0.564558863
Central America,,1999,0.003677587,0,2.413701431,14.99534609,0,0,0.099656086,0.556840913
Central America,,2000,0.010880827,0,2.805617862,15.36546054,0,1.4E-05,0.174979082,0.573947613
Central America,,2001,0.011556873,0,3.053275196,13.71155626,0,6.9E-05,0.179424203,0.614805511
Central America,,2002,0.014884865,0,3.326333067,14.46167484,0,0.000117,0.254314367,0.613272447
Central America,,2003,0.016797,0,3.546236776,15.09187076,0,0.000193,0.230223844,0.640741373
Central America,,2004,0.017245252,0,3.720174545,16.03553485,0,0.000241,0.255434028,0.653872985
Central America,,2005,0.019573379,0,3.99598306,17.11805057,0,0.000677778,0.202313114,0.649586079
Central America,,2006,0.017207502,0,4.295154444,18.0028641,0,0.000684778,0.272162622,0.687214456
Central America,,2007,0.019347991,0,4.755688466,17.94422393,0,0.000780778,0.240396695,0.727146251
Central America,,2008,0.020612912,0,4.91883755,20.10239067,0,0.000966778,0.198077205,0.729343308
Central America,,2009,0.016962453,0,5.294476896,18.83387783,0,0.001083778,0.421386562,0.72217995
Central America,,2010,0.020163789,0,6.028449144,21.23518904,0,0.001193778,0.521872796,0.730067133
Central America,,2011,0.029628536,0,6.10040416,20.91769443,0,0.001671556,0.741757132,0.774011113
Central America,,2012,0.036468283,0,6.965124286,22.31394066,0,0.003880889,1.12925645,0.7816041
Central America,,2013,0.045746892,0,7.433595683,21.8820601,0,0.005075459,1.34897902,0.780632871
Central America,,2014,0.04745607,0,7.933003437,21.53857752,0,0.015774872,2.093953671,0.807438624
Central America,,2015,0.058713216,0,8.125693906,22.47301022,0,0.59978398,3.135330651,0.876482123
Central America,,2016,0.067374791,0,8.880873284,22.88686948,0,1.182012959,3.299471698,0.907532624
Central America,,2017,0.055502677,0,8.64184815,27.22946783,0,1.465638491,3.209574678,0.920723218
Central America,,2018,0.086660086,0.006543542,9.453268545,26.9684217,0,1.804420173,4.435549854,0.921164572
Central America,,2019,0.096610794,0.017254076,10.42436856,22.63960862,0,1.860138633,4.450899653,0.952089964
Chile,CHL,1965,0.04877622,0.02224008,0,3.954,0,0,0,0.149782887
Chile,CHL,1966,0.0502416,0.0232254,0,4.168,0,0,0,0.163973838
Chile,CHL,1967,0.0502416,0.02058615,0,4.255,0,0,0,0.171181758
Chile,CHL,1968,0.0502416,0.017595,0,3.565,0,0,0,0.180379877
Chile,CHL,1969,0.0502416,0.02315502,0,4.024,0,0,0,0.192075633
Chile,CHL,1970,0.053716644,0.02311983,0,4.307,0,0,0,0.202759874
Chile,CHL,1971,0.051874452,0.0235773,0.066,4.809,0,0,0,0.22460235
Chile,CHL,1972,0.042872832,0.0214659,0.057,5.73,0,0,0,0.237928776
Chile,CHL,1973,0.046557216,0.01685601,0.051,5.595,0,0,0,0.226457543
Chile,CHL,1974,0.044128872,0.01755981,0.046,6.364,0,0,0,0.216781742
Chile,CHL,1975,0.035252856,0.01991754,0.051,6.388,0,0,0,0.188943918
Chile,CHL,1976,0.0355878,0.02174742,0.073,6.599,0,0,0,0.200308063
Chile,CHL,1977,0.03830922,0.02238084,0.08,6.969,0,0,0,0.205211316
Chile,CHL,1978,0.037346256,0.02090286,0.091,7.251,0,0,0,0.224485656
Chile,CHL,1979,0.041323716,0.02473857,0.094,7.448,0,0,0,0.226568254
Chile,CHL,1980,0.04563612,0.0253368,0.105,7.871,0,0,0,0.229308414
Chile,CHL,1981,0.045552384,0.02494971,0.11,8.15,0,0,0,0.236852301
Chile,CHL,1982,0.0303543,0.02582946,0.137,8.914,0,0,0,0.210145613
Chile,CHL,1983,0.036383292,0.02787048,0.208,9.613,0,0,0,0.204117605
Chile,CHL,1984,0.049069296,0.0285039,0.201,9.975,0,0,0,0.204217982
Chile,CHL,1985,0.049111164,0.02846871,0.195,11.07,0,0,0,0.198700298
Chile,CHL,1986,0.046640952,0.0260406,0.28,11.83,0,0,0,0.212579496
Chile,CHL,1987,0.048064464,0.02526642,0.271,12.823,0,0,0,0.222067025
Chile,CHL,1988,0.0669888,0.03550671,0.327,12.558,0,0,0,0.244660512
Chile,CHL,1989,0.090518616,0.05538906,0.321,10.543,0,0,0,0.27061342
Chile,CHL,1990,0.109049393,0.0594711,0.963,8.941428,0,0,0,0.285680011
Chile,CHL,1991,0.089589146,0.070040977,1.033,13.135654,0,0,0,0.318538682
Chile,CHL,1992,0.077464174,0.078343402,1.743,16.74015,0,0,0,0.345058697
Chile,CHL,1993,0.078154996,0.081122532,1.75,17.217321,0,0,0,0.376151545
Chile,CHL,1994,0.092180776,0.078242918,1.786,16.985472,0,0,0,0.403971136
Chile,CHL,1995,0.099377885,0.074977214,1.879,18.413739,0,0,0,0.444082331
Chile,CHL,1996,0.137709965,0.07619976,1.738,16.873468,0,0,0,0.471538467
Chile,CHL,1997,0.179271658,0.103677728,1.743,18.943148,0,0,0,0.507178638
Chile,CHL,1998,0.168673612,0.143176,1.161,15.937255,0,0,0,0.518466586
Chile,CHL,1999,0.174062023,0.195582175,1.45,13.577,0,0,0,0.52437795
Chile,CHL,2000,0.134509324,0.252505908,1.375,19.081,0,0,0,0.51252846
Chile,CHL,2001,0.105532481,0.286205461,1.683,21.68,0,0,0.007,0.487600306
Chile,CHL,2002,0.106369841,0.288637992,1.781,23.187,0,0,0.007,0.508875397
Chile,CHL,2003,0.101701559,0.312259918,1.695,22.603,0,0,0.007,0.491464283
Chile,CHL,2004,0.117804265,0.338940654,2.031,20.96933834,0,0,0.005,0.521072689
Chile,CHL,2005,0.11545239,0.327879278,1.79,25.5755,0,0,0.007,0.540640903
Chile,CHL,2006,0.144138506,0.303420595,1.431,28.21505008,0,0,0.007,0.600832575
Chile,CHL,2007,0.171077654,0.178851722,2.696,22.33485911,0,0,0.0112,0.773263801
Chile,CHL,2008,0.182943074,0.099545357,3.588221316,24.26614619,0,0,0.03812314,0.803095816
Chile,CHL,2009,0.167247273,0.100617178,3.391681816,25.17931053,0,0,0.07901422,0.784271307
Chile,CHL,2010,0.188025001,0.20663114,3.412477248,21.75947414,0,0,0.32532599,0.694523016
Chile,CHL,2011,0.241151306,0.210114558,4.314426102,20.51000509,0,0,0.33759564,0.758328169
Chile,CHL,2012,0.28115618,0.190830157,5.983173515,20.16202386,0,0.00034039,0.40838745,0.75825821
Chile,CHL,2013,0.316036411,0.191253024,6.896006202,19.90721056,0,0.00675656,0.545075566,0.731696002
Chile,CHL,2014,0.318808073,0.158361523,4.989873005,23.0450776,0,0.458712984,1.44312018,0.711028256
Chile,CHL,2015,0.306197431,0.173674284,5.566129616,23.62150692,0,1.360100279,2.11464801,0.717929744
Chile,CHL,2016,0.310537909,0.212986828,6.722216022,19.69072697,0,2.5502637,2.451839459,0.760860012
Chile,CHL,2017,0.322882788,0.20212549,7.449310113,21.32573088,0,3.895948315,3.625559357,0.728130661
Chile,CHL,2018,0.311622042,0.230893536,9.157251969,23.36676918,0,5.118720829,3.587894717,0.749255908
Chile,CHL,2019,0.284528777,0.233328331,9.992203784,20.85275304,0,6.300226399,5.300192711,0.759591945
China,CHN,1965,4.79053656,0.039911504,0,22.097,0,0,0,0.464625131
China,CHN,1966,5.1246432,0.048619469,0,22.4859072,0,0,0,0.596879679
China,CHN,1967,4.5552384,0.052973451,0,19.3834884,0,0,0,0.589294243
China,CHN,1968,4.52132532,0.05079646,0,22.870395,0,0,0,0.644524472
China,CHN,1969,5.45979654,0.071115044,0,23.2593022,0,0,0,0.864159589
China,CHN,1970,6.94673856,0.104132743,0,24.0371166,0,0,0,1.195363974
China,CHN,1971,8.00955774,0.135699115,0,29.0752326,0,0,0,1.625679653
China,CHN,1972,8.47052442,0.175610619,0,32.9510464,0,0,0,1.870907397
China,CHN,1973,8.58147462,0.216973451,0,36.8268602,0,0,0,2.282339126
China,CHN,1974,8.4908304,0.273212389,0,41.674942,0,0,0,2.624662865
China,CHN,1975,9.56955942,0.321106195,0,43.6106392,0,0,0,2.894681627
China,CHN,1976,9.8033922,0.366460177,0,44.194,0,0,0,3.309071023
China,CHN,1977,10.78394076,0.439752212,0,46.1341166,0,0,0,3.495750171
China,CHN,1978,11.84110776,0.498168142,0,43.2261514,0,0,0,3.87589276
China,CHN,1979,12.24973944,0.526469027,0,48.5559478,0,0,0,3.88547828
China,CHN,1980,12.74046916,0.517761062,0,58.2211756,0,0,0,3.642195797
China,CHN,1981,12.67270208,0.462247788,0,65.5131856,0,0,0,3.457462976
China,CHN,1982,13.4094163,0.432858407,0,74.4138572,0,0,0,3.423307738
China,CHN,1983,14.36041627,0.443017699,0,86.4169476,0,0,0,3.498880142
China,CHN,1984,15.6177592,0.451,0,86.8146936,0,0,0,3.628066667
China,CHN,1985,17.05055208,0.469141593,0,92.387557,0,0,0,3.798933314
China,CHN,1986,17.82512616,0.499256637,0,94.5486436,0,0,0,4.041266396
China,CHN,1987,19.34007059,0.503973451,0,100.0242802,0,0,0,4.295000034
China,CHN,1988,20.776405,0.51739823,0,109.1680188,0,0,0,4.617369719
China,CHN,1989,21.7688465,0.546025664,0,118.4089842,0,0,0,4.835414864
China,CHN,1990,22.08426134,0.555060177,0.064,126.7439726,0,0.002,0.002020202,4.79364599
China,CHN,1991,23.16033999,0.562026549,0.064,124.6889516,0,0.002,0.009090909,5.182803963
China,CHN,1992,24.2333894,0.572911504,0.113,130.6860774,0,0.003,0.131313131,5.637172605
China,CHN,1993,25.81328416,0.608287611,0.117,151.8461646,1.604,0.004,0.212121212,6.230410229
China,CHN,1994,27.51000223,0.63709646,0.46,167.428969,14.756,0.005,0.383838384,6.314832011
China,CHN,1995,27.85266192,0.643663717,3.014,190.58,12.833,0.007,0.616161616,6.840611304
China,CHN,1996,29.14340224,0.674504425,1.533,187.97,14.338,0.009,0.093939394,7.498329652
China,CHN,1997,28.5548849,0.712746903,2.722,195.98,14.418,0.011,0.197979798,8.183790291
China,CHN,1998,28.33818015,0.734988496,2.48,198.89,14.1,0.014,0.355555556,8.407348336
China,CHN,1999,29.15651785,0.779870796,2.52,196.58,14.949,0.017,0.473737374,8.946610053
China,CHN,2000,29.56106234,0.889046903,2.537,222.41,16.737,0.022,0.58989899,9.58009319
China,CHN,2001,31.0887171,0.995247788,2.554,277.43,17.472,0.031,0.719191919,9.795123334
China,CHN,2002,34.08284713,1.058888496,2.546,287.97,25.127,0.048,0.837373737,10.57682993
China,CHN,2003,40.61901088,1.230290265,2.536,283.68,43.342,0.064,0.996969697,11.77748805
China,CHN,2004,47.35900693,1.43942292,2.528,353.544,50.469,0.076,1.277777778,13.75225909
China,CHN,2005,55.45838066,1.691103895,5.322,397.017,53.088,0.084,1.946060606,13.99238836
China,CHN,2006,60.90617426,2.080215255,7.133,435.786,54.843,0.095,3.711818182,15.02990807
China,CHN,2007,66.32608657,2.558804357,9.863,485.264,62.13,0.114,5.479292929,15.77175317
China,CHN,2008,67.37731424,2.949584612,14.866,636.96,68.394,0.152,13.1,16.08886888
China,CHN,2009,70.58016457,3.248065079,20.85932,615.644,70.05038,0.279,27.61499783,16.69435234
China,CHN,2010,73.2249932,3.919465976,24.90023,711.38314,74.74208,0.701,49.39962,18.99195977
China,CHN,2011,79.71049919,4.865863397,27.632,688.045,87.2,2.61,74.1,19.68237788
China,CHN,2012,80.71284122,5.431592958,30.133,862.79411,98.31839,3.5945099,103.0499065,20.63238843
China,CHN,2013,82.44114881,6.187627512,37.133,909.6122734,111.50078,8.3738865,138.2641332,21.53850779
China,CHN,2014,81.83035105,6.781072881,46.26822,1059.69167,133.21756,23.51216,159.7627,22.41905498
China,CHN,2015,80.13362223,7.008823009,54.07029,1114.51541,171.37818,39.48057,185.59144,23.90007711
China,CHN,2016,79.09255134,7.539879198,62.134767,1153.2675,213.17846,66.52795,240.8605,24.50785573
China,CHN,2017,79.27744913,8.655781319,79.59748421,1165.065,248.1,117.8,304.6,25.5651269
China,CHN,2018,79.8307623,10.18785461,93.7238,1198.887,295,176.9,365.8,26.58061683
China,CHN,2019,81.67479649,11.06401011,102.8296824,1269.674174,348.7,223.8,405.7,27.90604803
Colombia,COL,1965,0.084322152,0.0322245,0,3.543949466,0,0,0,0.165758372
Colombia,COL,1966,0.084322152,0.0336105,0,3.937219368,0,0,0,0.188918956
Colombia,COL,1967,0.09252828,0.04158,0,4.389253739,0,0,0,0.190581724
Colombia,COL,1968,0.084280284,0.04237695,0,4.89101189,0,0,0,0.212734294
Colombia,COL,1969,0.089974332,0.046275075,0,5.437973479,0,0,0,0.204372421
Colombia,COL,1970,0.093909924,0.0449757,0,6.052740223,0,0,0,0.231521374
Colombia,COL,1971,0.073030645,0.0468162,0,6.423408407,0,0,0,0.239464978
Colombia,COL,1972,0.075878926,0.0571869,0,7.115020994,0,0,0,0.271538428
Colombia,COL,1973,0.077275181,0.059256,0,7.743348769,0,0,0,0.261104545
Colombia,COL,1974,0.093446571,0.0616527,0,8.792068509,0,0,0,0.289337264
Colombia,COL,1975,0.094984462,0.0581121,0.189,9.7323,0,0,0,0.291015344
Colombia,COL,1976,0.092900548,0.0619362,0.202,10.22642,0,0,0,0.306879236
Colombia,COL,1977,0.095236678,0.0693171,0.192,10.451812,0,0,0,0.307859793
Colombia,COL,1978,0.096259717,0.0858627,0.206,12.07144,0,0,0,0.314292868
Colombia,COL,1979,0.097099177,0.0925974,0.216,13.2593,0,0,0,0.333320124
Colombia,COL,1980,0.101833604,0.1021374,0.227,14.44702,0,0,0,0.318300437
Colombia,COL,1981,0.103752042,0.1102842,0.212,14.26534,0,0,0,0.32609398
Colombia,COL,1982,0.108029733,0.1189125,0.231,15.238536,0,0,0,0.334564702
Colombia,COL,1983,0.119068303,0.1316151,0.234,15.365776,0,0,0,0.34606154
Colombia,COL,1984,0.123961824,0.1307007,0.255,17.14022,0,0,0,0.344177483
